employee_id,employee_firstname,employee_lastname,employee_dob,employee_gender,employee_contact_number,employee_id_card_no,employee_emergency_contact_name,employee_emergency_contact_number,employee_status,employee_employment_type,employee_department,employee_position,employee_hire_date,employee_termination_date,employee_employment_status,employee_manager,employee_salary_info,employee_benefits
983,Kippie,Capnor,3/10/2022,Female,2698957120,5834870147,Kippie Capnor,1075735642,Male,Never,6,983,8/25/2023,11/12/2023,Male,983,983,7561713169
984,Raquela,Ramos,5/18/2022,Female,3587361297,1845425308,Raquela Ramos,7234465073,Male,Yearly,246,984,9/7/2023,1/10/2023,Male,984,984,4316329332
985,Travis,Darrington,1/22/2022,Polygender,2333518203,9515757835,Travis Darrington,5219763839,Female,Never,1975,985,4/22/2023,8/17/2023,Female,985,985,9875369764
986,Manda,Byas,11/30/2022,Female,6188534619,8612309948,Manda Byas,9808448352,Male,Often,65364,986,5/19/2023,10/1/2023,Male,986,986,7879240721
987,Gisella,Spering,2/21/2023,Female,2537776331,3841108199,Gisella Spering,6115828923,Male,Weekly,6600,987,4/7/2023,10/26/2023,Male,987,987,8475418678
988,Bertie,Collip,9/27/2022,Genderfluid,2725637584,2980383511,Bertie Collip,6761193794,Female,Once,546,988,6/6/2023,7/9/2023,Male,988,988,1078373507
989,Newton,Udey,10/18/2023,Male,6166975101,9692199274,Newton Udey,2067359841,Female,Daily,3286,989,9/15/2023,10/6/2023,Male,989,989,1441268235
990,Brooke,Durnford,7/1/2023,Male,8108163674,8393717388,Brooke Durnford,6977951332,Male,Yearly,39754,990,7/26/2023,6/19/2023,Male,990,990,6062966028
991,Belvia,Adam,1/2/2022,Polygender,4461521761,5582442723,Belvia Adam,9649464948,Male,Often,03023,991,12/25/2022,10/19/2023,Female,991,991,1691864811
992,Mara,Garrals,11/17/2023,Female,6178575798,0658743368,Mara Garrals,1954734568,Female,Often,031,992,5/10/2023,7/12/2023,Male,992,992,2007768542
993,Aymer,Malby,4/5/2023,Male,2877433583,8834680898,Aymer Malby,3784789171,Female,Daily,029,993,1/12/2023,6/8/2023,Female,993,993,3168338125
994,Derry,Leagas,11/1/2023,Male,9154965492,3803521858,Derry Leagas,9903500591,Male,Never,1065,994,6/26/2023,5/30/2023,Female,994,994,6492175956
995,Tobe,Ramsbottom,4/3/2022,Male,5347622120,2242073664,Tobe Ramsbottom,5392173879,Male,Seldom,2,995,8/5/2023,7/27/2023,Male,995,995,3399846177
996,Moore,Escale,8/2/2023,Male,9126022248,6806990339,Moore Escale,8613782010,Male,Monthly,3,996,3/31/2023,5/7/2023,Female,996,996,0362097224
997,Orly,Whetnall,2/16/2022,Non-binary,9127650579,1396171096,Orly Whetnall,1542879031,Female,Daily,799,997,1/22/2023,8/13/2023,Female,997,997,5333223661
998,Myles,Kington,9/8/2022,Polygender,2167437391,6346348280,Myles Kington,2117992465,Female,Never,795,998,11/23/2023,12/26/2022,Female,998,998,1463741944
999,Rikki,Giacopetti,7/28/2022,Female,7091516141,5515628926,Rikki Giacopetti,7482308319,Female,Seldom,8448,999,8/24/2023,1/13/2023,Female,999,999,6323748835
1000,Ketti,Foukx,9/4/2023,Genderqueer,3391797915,3912796793,Ketti Foukx,1001492628,Male,Monthly,0832,1000,10/7/2023,2/24/2023,Female,1000,1000,3683888784
